line,city,state code,postal code,property_id,rdc_web_url,original description,normalized description,keyword_label,human label
5414 N Mitchell St,Boise,ID,83704,M1830578135,https://www.realtor.com/realestateandhomes-detail/5414-N-Mitchell-St_Boise_ID_83704_M18305-78135,"This home has been impeccably maintained! 3 bedrooms, 2 bathrooms, two living rooms with a gas fireplace. Newer Roof, AC, Flooring, Updated kitchen with Granite counter tops. Possible RV parking. No HOA'S.",home impeccably maintain 3 bedrooms 2 bathrooms two live room gas fireplace newer roof ac floor update kitchen granite counter top possible rv park hoas,not-distressed,undecided
1207 S Division Ave,Boise,ID,83706,M1686383425,https://www.realtor.com/realestateandhomes-detail/1207-S-Division-Ave_Boise_ID_83706_M16863-83425,PRESOLD,presold,none,remove
1192 W Melrose St,Boise,ID,83706,M2878769191,https://www.realtor.com/realestateandhomes-detail/1192-W-Melrose-St_Boise_ID_83706_M28787-69191,"Delightful 2 story craftsman style home located in popular SEBoise. Modest space in this main level remodel with shiplap accents in the bathroom, kitchen and dining nook. Newer furnace and water heater. Nice sized bedrooms. Inviting covered front porch and nice full covered patio at the back. Grow your own fruits/veggies in the raised garden beds. Easy parking for three vehicles including additional parking on parking pad at the alley for rear entrance into the home. Close to BSU, Downtown Boise and I-84.",delightful 2 story craftsman style home locate popular seboise modest space main level remodel shiplap accent bathroom kitchen din nook newer furnace water heater nice size bedrooms invite cover front porch nice full cover patio back grow fruitsveggies raise garden bed easy park three vehicles include additional park park pad alley rear entrance home close bsu downtown boise i84,not-distressed,not-distressed
10952 W Edna St,Boise,ID,83713,M1912568283,https://www.realtor.com/realestateandhomes-detail/10952-W-Edna-St_Boise_ID_83713_M19125-68283,"Centrally located 3 bedroom, 2 bathroom single level home on 1/4 acre with no HOA's. This home is 1719 square feet, surrounded by mature trees, has a covered patio, wood burning fireplace, 95% gas furnace, AC unit, gas range & cooktop, dishwasher, microwave, disposal and fresh paint inside and out.",centrally locate 3 bedroom 2 bathroom single level home 14 acre hoas home 1719 square feet surround mature tree cover patio wood burn fireplace 95 gas furnace ac unit gas range cooktop dishwasher microwave disposal fresh paint inside,none,distressed
2843 S Columbus St,Boise,ID,83705,M1737515201,https://www.realtor.com/realestateandhomes-detail/2843-S-Columbus-St_Boise_ID_83705_M17375-15201,"LOCATION, LOCATION! This recently updated Bench home is just minutes to downtown, BSU, airport and more! Enjoy the mature landscaping and covered patio in the spacious backyard. New flooring, paint and carpet throughout home.",location location recently update bench home minutes downtown bsu airport enjoy mature landscape cover patio spacious backyard new floor paint carpet throughout home,not-distressed,not-distressed
1717 S Pomander Rd,Boise,ID,83705,M1279814895,https://www.realtor.com/realestateandhomes-detail/1717-S-Pomander-Rd_Boise_ID_83705_M12798-14895,"Cute bungalow home in the heart of Boise! Close to shopping, interstate and airport. This home has nostalgic coved ceilings, original hardwood floors throughout the main level (except kitchen), an amazing wood burning fireplace, built-in linen & dining hutches. Newer items include: appliances, furnace & duct work, roof, rain gutters & covers & windows. Enjoy a large, private backyard enclosed with vinyl fencing and auto. sprinklers. Added bonus is a 578sf unfinished basement with W/D.",cute bungalow home heart boise close shop interstate airport home nostalgic coved ceilings original hardwood floor throughout main level except kitchen amaze wood burn fireplace builtin linen din hutches newer items include appliances furnace duct work roof rain gutter cover windows enjoy large private backyard enclose vinyl fence auto sprinklers add bonus 578sf unfinished basement wd,distressed,undecided
12072 W Dunham Dr,Boise,ID,83709,M2228206107,https://www.realtor.com/realestateandhomes-detail/12072-W-Dunham-Dr_Boise_ID_83709_M22282-06107,Must see to appreciate!!!,must see appreciate,none,not-distressed
7053 W Bluebird Dr,Boise,ID,83714,M2558425555,https://www.realtor.com/realestateandhomes-detail/7053-Bluebird-Dr_Boise_ID_83714_M25584-25555,"Charming Home in Desirable NW Boise that's Sure to Please! Located in quiet Cul-de-sac with mature landscaping & east facing backyard. Renovations in 2017 include new roof, flooring, kitchen, bathroom, interior & exterior paint! AC added in 2018. Great opportunity to live just minutes from downtown, the foothills, shopping and more!.",charm home desirable nw boise thats sure please locate quiet culdesac mature landscape east face backyard renovations 2017 include new roof floor kitchen bathroom interior exterior paint ac add 2018 great opportunity live minutes downtown foothills shop,distressed,not-distressed
4159 E Carnation Ct,Boise,ID,83716,M2283524848,https://www.realtor.com/realestateandhomes-detail/4159-E-Carnation-Ct_Boise_ID_83716_M22835-24848,"This adorable home is in the highly desirable Columbia Village sub in SE Boise, minutes from downtown, Micron + Lucky Peak. Spacious + open split-bedroom floor plan with vaulted ceilings and no direct back neighbors in a cul-de-sac! Vaulted master suite with dual vanities and walk-in closet. Tons of upgrades - updated kitchen with granite countertops, upgraded bathrooms, extended patio, new roof 2015, new A/C unit 2017, new furnace + water heater 2011 & more. BTVA",adorable home highly desirable columbia village sub se boise minutes downtown micron lucky peak spacious open splitbedroom floor plan vault ceilings direct back neighbor culdesac vault master suite dual vanities walkin closet tons upgrade update kitchen granite countertops upgrade bathrooms extend patio new roof 2015 new ac unit 2017 new furnace water heater 2011 btva,not-distressed,not-distressed
3504 W Plant Dr,Boise,ID,83703,M2367941654,https://www.realtor.com/realestateandhomes-detail/3504-W-Plant-Dr_Boise_ID_83703_M23679-41654,"Mid century stucco charmer! Newly painted exterior and interior, paved driveway including tandem for RV parking. Fully fenced, large garden space with available irrigation.",mid century stucco charmer newly paint exterior interior pave driveway include tandem rv park fully fence large garden space available irrigation,not-distressed,distressed
12334 W Azure St,Boise,ID,83713,M1027049819,https://www.realtor.com/realestateandhomes-detail/12334-W-Azure-St_Boise_ID_83713_M10270-49819,"Fabulous turn-key single level 3 bedroom 2 bath home located in West Boise. This immaculate home features a spacious open concept and a large dining area that flows into the great room with plenty of windows for light. Kitchen offers generous cabinetry, tile backsplash, and quartz countertops. Enjoy the private fully fenced backyard with plenty of room for garden space. Don't miss out on this like new home in a desirable location!",fabulous turnkey single level 3 bedroom 2 bath home locate west boise immaculate home feature spacious open concept large din area flow great room plenty windows light kitchen offer generous cabinetry tile backsplash quartz countertops enjoy private fully fence backyard plenty room garden space dont miss like new home desirable location,not-distressed,not-distressed
501 S Bighorn Dr,Boise,ID,83709,M1463871385,https://www.realtor.com/realestateandhomes-detail/501-S-Bighorn-Dr_Boise_ID_83709_M14638-71385,"Move in Ready Charmer on the Boise Bench. Clean... Light and Bright home on a large landscaped, cul-de-sac lot. Remodeled kitchen includes NEW: butcherblock countertops, cabinets, appliances and sink. Newly remodeled bathrooms, new triple pane windows, flooring, interior paint and light fixtures. Wi-Fi controlled Thermostat & Sprinkler System. Irrigation provided via New York Irrigation Dist. for inexpensive watering bills.",move ready charmer boise bench clean light bright home large landscape culdesac lot remodel kitchen include new butcherblock countertops cabinets appliances sink newly remodel bathrooms new triple pane windows floor interior paint light fixtures wifi control thermostat sprinkler system irrigation provide via new york irrigation dist inexpensive water bill,not-distressed,not-distressed
1118 W Warren St,Boise,ID,83706,M1861832185,https://www.realtor.com/realestateandhomes-detail/1118-W-Warren-St_Boise_ID_83706_M18618-32185,"Calling all investors! Expand your portfolio with an easy opportunity for instant rental income, with existing tenants in place. Or enjoy the charm of this Bungalow as a personal residence (upon lease expiration). Purchase as an owner-occupant & be set up with instant equity once it's time to 'move up.' Prime SE Boise location, within 8 blocks to BSU's campus, ensuring continuous rental interest. Full of historic charm, the home features hardwood floors, a darling front porch, & beautiful Craftsman touches.",call investors expand portfolio easy opportunity instant rental income exist tenant place enjoy charm bungalow personal residence upon lease expiration purchase owneroccupant set instant equity time move prime se boise location within 8 block bsus campus ensure continuous rental interest full historic charm home feature hardwood floor darling front porch beautiful craftsman touch,distressed,not-distressed
